Question Number,Subject,Chapter,Image Path
551,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_547.png
560,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_557.png
561,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_558.png
564,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_562.png
569,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_565.png
570,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_566.png
571,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_567.png
575,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_572.png
576,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_573.png
584,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_578.png
585,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_581.png
586,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_582.png
594,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_590.png
595,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_591.png
596,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_592.png
600,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_597.png
601,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_598.png
616,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_602.png
617,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_603.png
618,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_606.png
619,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_607.png
620,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_608.png
621,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_610.png
622,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_612.png
623,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_613.png
626,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_624.png
629,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_627.png
633,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_630.png
634,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_631.png
641,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_635.png
642,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_636.png
643,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_637.png
644,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_638.png
645,Physics,Modern Physics-1,../Screenshots/Physics/Modern Physics-1\question_639.png
3,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_1.png
6,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_4.png
9,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_7.png
12,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_10.png
16,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_14.png
19,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_17.png
22,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_20.png
25,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_23.png
28,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_26.png
37,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_33.png
41,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_39.png
45,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_43.png
50,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_48.png
51,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_51.png
54,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_52.png
60,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_56.png
61,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_57.png
62,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_58.png
63,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_63.png
66,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_64.png
70,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_68.png
73,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_71.png
77,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_75.png
80,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_78.png
85,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_82.png
86,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_83.png
89,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_87.png
93,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_90.png
94,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_91.png
98,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_95.png
99,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_96.png
104,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_100.png
105,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_101.png
106,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_102.png
109,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_107.png
108,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_108.png
112,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_110.png
113,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_113.png
114,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_114.png
120,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_118.png
126,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_124.png
133,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_131.png
137,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_134.png
138,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_135.png
143,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_139.png
144,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_140.png
145,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_141.png
150,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_146.png
151,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_147.png
152,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_148.png
157,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_153.png
158,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_154.png
159,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_155.png
162,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_160.png
165,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_163.png
169,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_167.png
174,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_170.png
175,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_171.png
176,Physics,NEWTON’S LAWS OF MOTION,../Screenshots/Physics/NEWTON’S LAWS OF MOTION\question_172.png
5,Physics,SHM,../Screenshots/Physics/SHM\question_1.png
6,Physics,SHM,../Screenshots/Physics/SHM\question_2.png
7,Physics,SHM,../Screenshots/Physics/SHM\question_3.png
10,Physics,SHM,../Screenshots/Physics/SHM\question_8.png
14,Physics,SHM,../Screenshots/Physics/SHM\question_11.png
15,Physics,SHM,../Screenshots/Physics/SHM\question_12.png
21,Physics,SHM,../Screenshots/Physics/SHM\question_17.png
22,Physics,SHM,../Screenshots/Physics/SHM\question_18.png
23,Physics,SHM,../Screenshots/Physics/SHM\question_19.png
26,Physics,SHM,../Screenshots/Physics/SHM\question_24.png
29,Physics,SHM,../Screenshots/Physics/SHM\question_27.png
30,Physics,SHM,../Screenshots/Physics/SHM\question_30.png
33,Physics,SHM,../Screenshots/Physics/SHM\question_31.png
36,Physics,SHM,../Screenshots/Physics/SHM\question_34.png
40,Physics,SHM,../Screenshots/Physics/SHM\question_38.png
45,Physics,SHM,../Screenshots/Physics/SHM\question_43.png
50,Physics,SHM,../Screenshots/Physics/SHM\question_47.png
51,Physics,SHM,../Screenshots/Physics/SHM\question_48.png
54,Physics,SHM,../Screenshots/Physics/SHM\question_52.png
55,Physics,SHM,../Screenshots/Physics/SHM\question_55.png
60,Physics,SHM,../Screenshots/Physics/SHM\question_56.png
61,Physics,SHM,../Screenshots/Physics/SHM\question_57.png
62,Physics,SHM,../Screenshots/Physics/SHM\question_58.png
66,Physics,SHM,../Screenshots/Physics/SHM\question_63.png
67,Physics,SHM,../Screenshots/Physics/SHM\question_64.png
71,Physics,SHM,../Screenshots/Physics/SHM\question_68.png
72,Physics,SHM,../Screenshots/Physics/SHM\question_69.png
75,Physics,SHM,../Screenshots/Physics/SHM\question_73.png
80,Physics,SHM,../Screenshots/Physics/SHM\question_76.png
81,Physics,SHM,../Screenshots/Physics/SHM\question_77.png
82,Physics,SHM,../Screenshots/Physics/SHM\question_78.png
86,Physics,SHM,../Screenshots/Physics/SHM\question_83.png
87,Physics,SHM,../Screenshots/Physics/SHM\question_84.png
90,Physics,SHM,../Screenshots/Physics/SHM\question_88.png
94,Physics,SHM,../Screenshots/Physics/SHM\question_91.png
95,Physics,SHM,../Screenshots/Physics/SHM\question_92.png
100,Physics,SHM,../Screenshots/Physics/SHM\question_96.png
101,Physics,SHM,../Screenshots/Physics/SHM\question_98.png
105,Physics,SHM,../Screenshots/Physics/SHM\question_102.png
106,Physics,SHM,../Screenshots/Physics/SHM\question_103.png
110,Physics,SHM,../Screenshots/Physics/SHM\question_107.png
111,Physics,SHM,../Screenshots/Physics/SHM\question_108.png
115,Physics,SHM,../Screenshots/Physics/SHM\question_112.png
116,Physics,SHM,../Screenshots/Physics/SHM\question_113.png
119,Physics,SHM,../Screenshots/Physics/SHM\question_117.png
124,Physics,SHM,../Screenshots/Physics/SHM\question_121.png
125,Physics,SHM,../Screenshots/Physics/SHM\question_122.png
128,Physics,SHM,../Screenshots/Physics/SHM\question_126.png
132,Physics,SHM,../Screenshots/Physics/SHM\question_129.png
133,Physics,SHM,../Screenshots/Physics/SHM\question_130.png
136,Physics,SHM,../Screenshots/Physics/SHM\question_134.png
141,Physics,SHM,../Screenshots/Physics/SHM\question_137.png
142,Physics,SHM,../Screenshots/Physics/SHM\question_138.png
143,Physics,SHM,../Screenshots/Physics/SHM\question_139.png
146,Physics,SHM,../Screenshots/Physics/SHM\question_144.png
150,Physics,SHM,../Screenshots/Physics/SHM\question_147.png
151,Physics,SHM,../Screenshots/Physics/SHM\question_148.png
155,Physics,SHM,../Screenshots/Physics/SHM\question_152.png
156,Physics,SHM,../Screenshots/Physics/SHM\question_153.png
161,Physics,SHM,../Screenshots/Physics/SHM\question_158.png
162,Physics,SHM,../Screenshots/Physics/SHM\question_159.png
165,Physics,SHM,../Screenshots/Physics/SHM\question_163.png
169,Physics,SHM,../Screenshots/Physics/SHM\question_166.png
170,Physics,SHM,../Screenshots/Physics/SHM\question_167.png
174,Physics,SHM,../Screenshots/Physics/SHM\question_171.png
175,Physics,SHM,../Screenshots/Physics/SHM\question_172.png
178,Physics,SHM,../Screenshots/Physics/SHM\question_176.png
177,Physics,SHM,../Screenshots/Physics/SHM\question_177.png
182,Physics,SHM,../Screenshots/Physics/SHM\question_179.png
183,Physics,SHM,../Screenshots/Physics/SHM\question_180.png
188,Physics,SHM,../Screenshots/Physics/SHM\question_185.png
189,Physics,SHM,../Screenshots/Physics/SHM\question_186.png
192,Physics,SHM,../Screenshots/Physics/SHM\question_190.png
196,Physics,SHM,../Screenshots/Physics/SHM\question_193.png
197,Physics,SHM,../Screenshots/Physics/SHM\question_194.png
201,Physics,SHM,../Screenshots/Physics/SHM\question_198.png
202,Physics,SHM,../Screenshots/Physics/SHM\question_199.png
205,Physics,SHM,../Screenshots/Physics/SHM\question_203.png
208,Physics,SHM,../Screenshots/Physics/SHM\question_206.png
209,Physics,SHM,../Screenshots/Physics/SHM\question_209.png
214,Physics,SHM,../Screenshots/Physics/SHM\question_210.png
217,Physics,SHM,../Screenshots/Physics/SHM\question_215.png
220,Physics,SHM,../Screenshots/Physics/SHM\question_218.png
224,Physics,SHM,../Screenshots/Physics/SHM\question_221.png
225,Physics,SHM,../Screenshots/Physics/SHM\question_222.png
231,Physics,SHM,../Screenshots/Physics/SHM\question_227.png
232,Physics,SHM,../Screenshots/Physics/SHM\question_228.png
235,Physics,SHM,../Screenshots/Physics/SHM\question_233.png
243,Physics,SHM,../Screenshots/Physics/SHM\question_238.png
244,Physics,SHM,../Screenshots/Physics/SHM\question_239.png
245,Physics,SHM,../Screenshots/Physics/SHM\question_241.png
251,Physics,SHM,../Screenshots/Physics/SHM\question_246.png
252,Physics,SHM,../Screenshots/Physics/SHM\question_247.png
253,Physics,SHM,../Screenshots/Physics/SHM\question_248.png
254,Physics,SHM,../Screenshots/Physics/SHM\question_249.png
259,Physics,SHM,../Screenshots/Physics/SHM\question_255.png
260,Physics,SHM,../Screenshots/Physics/SHM\question_256.png
261,Physics,SHM,../Screenshots/Physics/SHM\question_257.png
264,Physics,SHM,../Screenshots/Physics/SHM\question_262.png
270,Physics,SHM,../Screenshots/Physics/SHM\question_265.png
271,Physics,SHM,../Screenshots/Physics/SHM\question_266.png
272,Physics,SHM,../Screenshots/Physics/SHM\question_267.png
273,Physics,SHM,../Screenshots/Physics/SHM\question_268.png
277,Physics,SHM,../Screenshots/Physics/SHM\question_274.png
278,Physics,SHM,../Screenshots/Physics/SHM\question_275.png
282,Physics,SHM,../Screenshots/Physics/SHM\question_279.png
283,Physics,SHM,../Screenshots/Physics/SHM\question_280.png
288,Physics,SHM,../Screenshots/Physics/SHM\question_284.png
289,Physics,SHM,../Screenshots/Physics/SHM\question_285.png
290,Physics,SHM,../Screenshots/Physics/SHM\question_286.png
294,Physics,SHM,../Screenshots/Physics/SHM\question_291.png
295,Physics,SHM,../Screenshots/Physics/SHM\question_292.png
298,Physics,SHM,../Screenshots/Physics/SHM\question_296.png
304,Physics,SHM,../Screenshots/Physics/SHM\question_299.png
